,0,1
0,0.038273172004056,Asset1Asset8
1,0.0032526308577798375,Asset1Asset15
2,0.005283707925089512,Asset3Asset8
3,0.01659362404994635,Asset4Asset20
4,0.02923918713733575,Asset7Asset23
5,0.016474403125072565,Asset7Asset26
6,0.02056603814025514,Asset7Asset27
7,0.03661811215380549,Asset8Asset1
8,0.006084270862017874,Asset8Asset3
9,0.03358950278529103,Asset8Asset15
10,0.029533232469153035,Asset9Asset15
11,0.005157444016946983,Asset9Asset18
12,0.044064306077177005,Asset9Asset23
13,0.02157044608973392,Asset12Asset17
14,0.022504722989960865,Asset12Asset25
15,0.033123134481291124,Asset13Asset19
16,0.00010942647457891677,Asset13Asset25
17,0.00378926523571131,Asset15Asset1
18,0.04516045728729803,Asset15Asset8
19,0.03224008421807928,Asset15Asset9
20,0.02990251151206851,Asset15Asset23
21,0.011843589463564454,Asset17Asset12
22,0.0048749446524988934,Asset18Asset9
23,0.04149108550720307,Asset19Asset13
24,0.007549165134808302,Asset19Asset25
25,0.04204445870078196,Asset20Asset4
26,0.024253098377303408,Asset21Asset23
27,0.015186110782030825,Asset21Asset26
28,0.04530103797923703,Asset22Asset7
29,0.019881681547366293,Asset23Asset1
30,0.026448558072213486,Asset23Asset3
31,0.007654555765239177,Asset23Asset7
32,0.0210899111526205,Asset23Asset8
33,0.011509762516155384,Asset23Asset9
34,0.005429362734677875,Asset23Asset15
35,0.026980101937828026,Asset23Asset18
36,0.008074768719435866,Asset23Asset21
37,0.043777866912421706,Asset23Asset22
38,0.00955985388052839,Asset23Asset26
39,0.007699474850003338,Asset23Asset27
40,0.023684709661935782,Asset25Asset12
41,0.00010363482813009282,Asset25Asset13
42,0.03885568352193252,Asset25Asset18
43,0.0055144087320205615,Asset25Asset19
44,0.02205168146045452,Asset26Asset7
45,0.011982890338969073,Asset26Asset21
46,0.025401472154472006,Asset26Asset23
47,0.03433314106362802,Asset27Asset7
48,0.03991355195044352,Asset27Asset23
