,0,1
472,1.353981537747149e-26,Asset19Asset5
473,9.909138558967268e-27,Asset19Asset6
474,1.4843349050900263e-26,Asset19Asset7
475,0.0,Asset19Asset8
476,0.0,Asset19Asset9
477,1.2636976458348888e-26,Asset19Asset10
478,0.0,Asset19Asset11
479,0.0,Asset19Asset12
480,3.1316975388575056e-27,Asset19Asset13
481,8.5372276616951e-27,Asset19Asset14
482,3.661925667555668e-27,Asset19Asset15
483,0.0,Asset19Asset16
484,3.7088531058184085e-29,Asset19Asset17
485,3.939297202743873e-27,Asset19Asset18
486,8.866007324730619e-27,Asset19Asset20
487,5.266146416270758e-27,Asset19Asset21
488,8.244101304072511e-27,Asset19Asset22
489,0.0,Asset19Asset23
490,0.0,Asset19Asset24
491,7.847201873174028e-27,Asset19Asset25
492,3.535953246289935e-27,Asset19Asset26
493,6.772171558036926e-27,Asset19Asset27
494,0.0,Asset20Asset1
495,0.0,Asset20Asset2
496,0.0,Asset20Asset3
497,0.0,Asset20Asset4
498,0.0,Asset20Asset5
499,0.0,Asset20Asset6
500,0.0,Asset20Asset7
501,0.0,Asset20Asset8
502,0.0,Asset20Asset9
503,0.0,Asset20Asset10
504,0.0,Asset20Asset11
505,0.0,Asset20Asset12
506,0.0,Asset20Asset13
507,0.0,Asset20Asset14
508,0.0,Asset20Asset15
509,0.0,Asset20Asset16
510,0.0,Asset20Asset17
511,0.0,Asset20Asset18
512,0.0,Asset20Asset19
513,0.0,Asset20Asset21
514,0.0,Asset20Asset22
515,0.0,Asset20Asset23
516,0.0,Asset20Asset24
517,0.0,Asset20Asset25
518,0.0,Asset20Asset26
519,0.0,Asset20Asset27
520,6.025722106293677e-26,Asset21Asset1
521,4.967173152552889e-26,Asset21Asset2
522,0.0,Asset21Asset3
523,7.305269197613936e-26,Asset21Asset4
524,0.0,Asset21Asset5
525,0.0,Asset21Asset6
526,0.0,Asset21Asset7
527,2.7508400727751363e-25,Asset21Asset8
528,5.955326868451786e-26,Asset21Asset9
529,0.0,Asset21Asset10
530,0.0,Asset21Asset11
531,5.243209489524768e-26,Asset21Asset12
532,1.1997537671309521e-26,Asset21Asset13
533,0.0,Asset21Asset14
534,0.0,Asset21Asset15
535,5.818629071119448e-26,Asset21Asset16
536,5.546867884806702e-26,Asset21Asset17
537,0.0,Asset21Asset18
538,1.2973975748887413e-25,Asset21Asset19
539,0.0,Asset21Asset20
540,0.0,Asset21Asset22
541,5.51025239948832e-26,Asset21Asset23
542,1.6507014349696296e-25,Asset21Asset24
543,2.5660361937937296e-27,Asset21Asset25
544,0.0,Asset21Asset26
545,0.0,Asset21Asset27
546,1.2817647802203313e-27,Asset22Asset1
547,0.0,Asset22Asset2
548,0.0,Asset22Asset3
549,1.912075716714906e-27,Asset22Asset4
550,0.0,Asset22Asset5
551,0.0,Asset22Asset6
552,0.0,Asset22Asset7
553,6.261141998136627e-27,Asset22Asset8
554,2.6694337395654414e-27,Asset22Asset9
555,1.9659506659650036e-28,Asset22Asset10
556,1.9521501238087393e-27,Asset22Asset11
557,3.295058318003741e-27,Asset22Asset12
558,0.0,Asset22Asset13
559,0.0,Asset22Asset14
560,7.792921209451761e-28,Asset22Asset15
561,1.8781667714235734e-27,Asset22Asset16
562,2.756298475179635e-27,Asset22Asset17
563,0.0,Asset22Asset18
564,3.890896323755972e-27,Asset22Asset19
565,0.0,Asset22Asset20
566,0.0,Asset22Asset21
567,1.3523148903372189e-27,Asset22Asset23
568,8.397139035945196e-27,Asset22Asset24
569,0.0,Asset22Asset25
570,0.0,Asset22Asset26
571,0.0,Asset22Asset27
572,1.0131859215141143e-24,Asset23Asset1
573,1.4663629633803673e-24,Asset23Asset2
574,8.574665202376046e-25,Asset23Asset3
575,1.4749260786274403e-24,Asset23Asset4
576,4.833837555801056e-24,Asset23Asset5
577,1.2195373503499136e-24,Asset23Asset6
578,5.447116637506694e-24,Asset23Asset7
579,4.498313602895111e-25,Asset23Asset8
580,0.0,Asset23Asset9
581,7.928580471389599e-25,Asset23Asset10
582,6.4794013065653975e-25,Asset23Asset11
583,1.3740167651968716e-24,Asset23Asset12
584,9.38074917731305e-25,Asset23Asset13
585,3.9698859135800605e-25,Asset23Asset14
586,7.150443032554056e-25,Asset23Asset15
587,1.7005322602901308e-24,Asset23Asset16
588,9.50628946629976e-25,Asset23Asset17
589,0.0,Asset23Asset18
590,7.509659599972095e-24,Asset23Asset19
591,6.950043656646568e-25,Asset23Asset20
592,1.7929924179572075e-24,Asset23Asset21
593,1.1117664796815224e-24,Asset23Asset22
594,1.1784510933459838e-23,Asset23Asset24
595,8.343764832534668e-24,Asset23Asset25
596,1.043091870218704e-23,Asset23Asset26
597,1.3095156496391467e-23,Asset23Asset27
598,0.0,Asset24Asset1
599,0.0,Asset24Asset2
600,0.0,Asset24Asset3
601,0.0,Asset24Asset4
602,0.0,Asset24Asset5
603,0.0,Asset24Asset6
604,0.0,Asset24Asset7
605,0.0,Asset24Asset8
606,0.0,Asset24Asset9
607,0.0,Asset24Asset10
608,0.0,Asset24Asset11
609,0.0,Asset24Asset12
610,0.0,Asset24Asset13
611,0.0,Asset24Asset14
612,0.0,Asset24Asset15
613,0.0,Asset24Asset16
614,0.0,Asset24Asset17
615,0.0,Asset24Asset18
616,0.0,Asset24Asset19
617,0.0,Asset24Asset20
618,0.0,Asset24Asset21
619,0.0,Asset24Asset22
620,0.0,Asset24Asset23
621,0.0,Asset24Asset25
622,0.0,Asset24Asset26
623,0.0,Asset24Asset27
624,5.561063826123635e-29,Asset25Asset1
625,5.442104317981755e-29,Asset25Asset2
626,4.6128814406755934e-29,Asset25Asset3
627,1.3939289067926075e-26,Asset25Asset4
628,3.316752001456667e-29,Asset25Asset5
629,3.7990147201489525e-29,Asset25Asset6
630,4.0711274720616436e-29,Asset25Asset7
631,8.682850245172125e-27,Asset25Asset8
632,8.888846096400496e-29,Asset25Asset9
